ts,trade_id,security_id,delta_shares,fill_price
2025-01-15,20250102_038882189_601131654_5610,038882189,-584,100.4270
2025-01-15,20250102_038882189_601131654_5610,601131654,550,106.7328
2025-01-15,20250115_101837512_620582128_7394,101837512,411,92.2719
2025-01-15,20250115_101837512_620582128_7394,620582128,-373,101.5485
2025-01-16,20250116_623638590_211067077_3048,623638590,683,100.7742
2025-01-16,20250116_623638590_211067077_3048,211067077,-753,91.3867
2025-01-16,20250108_970110850_228485908_4469,970110850,-473,106.7195
2025-01-16,20250108_970110850_228485908_4469,228485908,488,103.5281
2025-01-17,20250117_249883894_461672073_8363,249883894,693,96.5181
2025-01-17,20250117_249883894_461672073_8363,461672073,-646,103.4130
2025-01-19,20250112_972462736_983110157_6015,972462736,-299,108.3559
2025-01-19,20250112_972462736_983110157_6015,983110157,324,99.9211
2025-01-19,20250119_524456684_847393827_9315,524456684,565,98.5745
2025-01-19,20250119_524456684_847393827_9315,847393827,-519,107.3462
2025-01-20,20250101_423440463_989981424_3542,423440463,-688,92.0451
2025-01-20,20250101_423440463_989981424_3542,989981424,625,102.1270
2025-01-21,20250121_681861106_083246081_0543,681861106,645,100.3976
2025-01-21,20250121_681861106_083246081_0543,083246081,-713,90.8002
2025-01-21,20250121_331515937_995159467_3560,331515937,441,98.9553
2025-01-21,20250121_331515937_995159467_3560,995159467,-432,101.0285
2025-01-21,20250121_189829966_038112493_4308,189829966,633,103.5777
2025-01-21,20250121_189829966_038112493_4308,038112493,-701,93.5635
2025-01-21,20250121_841114217_546484007_7691,841114217,496,103.5500
2025-01-21,20250121_841114217_546484007_7691,546484007,-487,105.3660
2025-01-21,20250121_094382969_760062769_3442,094382969,344,109.0751
2025-01-21,20250121_094382969_760062769_3442,760062769,-362,103.6964
2025-01-22,20250122_993157250_360846433_4308,993157250,427,107.0800
2025-01-22,20250122_993157250_360846433_4308,360846433,-440,103.7626
2025-01-22,20250122_152800050_631507292_6613,152800050,586,110.1197
2025-01-22,20250122_152800050_631507292_6613,631507292,-671,96.0712
2025-01-23,20250123_939493009_359881268_0037,939493009,512,105.8805
2025-01-23,20250123_939493009_359881268_0037,359881268,-590,91.9483
2025-01-23,20250123_925917291_587319262_3370,925917291,342,99.8003
2025-01-23,20250123_925917291_587319262_3370,587319262,-375,90.8693
2025-01-23,20250123_934635533_528925395_3182,934635533,475,94.2255
2025-01-23,20250123_934635533_528925395_3182,528925395,-483,92.5859
2025-01-24,20250115_717961441_297218385_0765,717961441,-526,103.4191
2025-01-24,20250115_717961441_297218385_0765,297218385,553,98.6549
2025-01-25,20250115_189446742_446442712_0143,189446742,-630,92.6330
2025-01-25,20250115_189446742_446442712_0143,446442712,609,95.8023
2025-01-25,20250114_936327429_835543600_0037,936327429,-653,90.9916
2025-01-25,20250114_936327429_835543600_0037,835543600,596,99.9556
2025-01-25,20250125_751590785_547497209_0137,751590785,314,104.4173
2025-01-25,20250125_751590785_547497209_0137,547497209,-349,94.0122
2025-01-26,20250126_261137289_766470263_6665,261137289,646,106.7296
2025-01-26,20250126_261137289_766470263_6665,766470263,-660,104.4903
2025-01-26,20250126_752609545_959867585_0177,752609545,620,102.2521
2025-01-26,20250126_752609545_959867585_0177,959867585,-587,108.0021
2025-01-27,20250109_843267474_777200329_2558,843267474,-291,104.1395
2025-01-27,20250109_843267474_777200329_2558,777200329,277,109.2958
2025-01-27,20250127_921798305_861556163_6547,921798305,438,98.3695
2025-01-27,20250127_921798305_861556163_6547,861556163,-412,104.4158
2025-01-27,20250127_056105767_172870820_5127,056105767,428,93.8293
2025-01-27,20250127_056105767_172870820_5127,172870820,-438,91.6988
2025-01-28,20250128_770756919_342444633_0800,770756919,509,97.3067
2025-01-28,20250128_770756919_342444633_0800,342444633,-489,101.4778
2025-01-28,20250112_820039907_976694569_9184,820039907,-380,90.0399
2025-01-28,20250112_820039907_976694569_9184,976694569,365,93.8352
2025-01-28,20250111_928019730_999570263_7804,928019730,-649,104.9536
2025-01-28,20250111_928019730_999570263_7804,999570263,672,101.2040
2025-01-28,20250115_101837512_620582128_7394,101837512,-411,92.7637
2025-01-28,20250115_101837512_620582128_7394,620582128,373,101.8666
2025-01-29,20250129_682683664_671609145_8885,682683664,516,108.2377
2025-01-29,20250129_682683664_671609145_8885,671609145,-540,103.3461
2025-01-29,20250114_103741581_330560588_3421,103741581,-359,100.3558
2025-01-29,20250114_103741581_330560588_3421,330560588,377,94.8443
2025-01-29,20250129_610316863_842507912_7773,610316863,667,95.5404
2025-01-29,20250129_610316863_842507912_7773,842507912,-644,98.9112
2025-01-30,20250116_623638590_211067077_3048,623638590,-683,100.7361
2025-01-30,20250116_623638590_211067077_3048,211067077,753,91.8068
2025-01-30,20250117_249883894_461672073_8363,249883894,-693,97.2010
2025-01-30,20250117_249883894_461672073_8363,461672073,646,103.4733
2025-01-30,20250130_457848634_704542495_0831,457848634,385,107.2387
2025-01-30,20250130_457848634_704542495_0831,704542495,-422,97.7872
2025-01-30,20250110_989586553_772358515_6326,989586553,-434,94.6325
2025-01-30,20250110_989586553_772358515_6326,772358515,374,109.1417
2025-01-30,20250130_187367544_150633282_0973,187367544,398,110.6346
2025-01-30,20250130_187367544_150633282_0973,150633282,-437,100.7651
2025-01-30,20250110_186855571_115706897_2794,186855571,-393,100.4715
2025-01-30,20250110_186855571_115706897_2794,115706897,434,91.1187
2025-01-31,20250121_331515937_995159467_3560,331515937,-441,99.0925
2025-01-31,20250121_331515937_995159467_3560,995159467,432,101.3288
2025-01-31,20250121_189829966_038112493_4308,189829966,-633,103.9356
2025-01-31,20250121_189829966_038112493_4308,038112493,701,93.5939
2025-01-31,20250131_404341761_323088340_0686,404341761,614,98.6413
2025-01-31,20250131_404341761_323088340_0686,323088340,-556,108.8951
2025-01-31,20250131_279862784_419980308_4551,279862784,592,98.9304
2025-01-31,20250131_279862784_419980308_4551,419980308,-629,93.0525
2025-02-01,20250127_056105767_172870820_5127,056105767,-428,94.1079
2025-02-01,20250127_056105767_172870820_5127,172870820,438,91.9460
2025-02-02,20250121_841114217_546484007_7691,841114217,-496,104.0230
2025-02-02,20250121_841114217_546484007_7691,546484007,487,105.4297
2025-02-02,20250202_206377751_337956181_0950,206377751,304,109.3920
2025-02-02,20250202_206377751_337956181_0950,337956181,-369,90.1712
2025-02-02,20250202_931205667_270152889_7633,931205667,496,107.5379
2025-02-02,20250202_931205667_270152889_7633,270152889,-511,104.4427
2025-02-03,20250203_203121503_926868703_4406,203121503,360,96.3995
2025-02-03,20250203_203121503_926868703_4406,926868703,-353,98.5282
2025-02-03,20250122_993157250_360846433_4308,993157250,-427,106.9874
2025-02-03,20250122_993157250_360846433_4308,360846433,440,103.9906
2025-02-04,20250204_248169627_974956745_9500,248169627,372,96.8949
2025-02-04,20250204_248169627_974956745_9500,974956745,-362,99.5698
2025-02-04,20250204_330515207_725448936_8466,330515207,413,101.9550
2025-02-04,20250204_330515207_725448936_8466,725448936,-429,97.9777
2025-02-06,20250119_524456684_847393827_9315,524456684,-565,99.2986
2025-02-06,20250119_524456684_847393827_9315,847393827,519,108.1068
2025-02-07,20250126_261137289_766470263_6665,261137289,-646,106.7580
2025-02-07,20250126_261137289_766470263_6665,766470263,660,105.0093
2025-02-07,20250123_934635533_528925395_3182,934635533,-475,94.0841
2025-02-07,20250123_934635533_528925395_3182,528925395,483,92.6159
2025-02-07,20250207_199349998_276060328_2365,199349998,647,104.9261
2025-02-07,20250207_199349998_276060328_2365,276060328,-651,104.4129
2025-02-07,20250130_187367544_150633282_0973,187367544,-398,110.7475
2025-02-07,20250130_187367544_150633282_0973,150633282,437,101.0542
2025-02-07,20250122_152800050_631507292_6613,152800050,-586,110.6534
2025-02-07,20250122_152800050_631507292_6613,631507292,671,96.3664
2025-02-08,20250128_770756919_342444633_0800,770756919,-509,97.3803
2025-02-08,20250128_770756919_342444633_0800,342444633,489,101.8155
2025-02-08,20250208_081878752_870814396_6071,081878752,500,107.1503
2025-02-08,20250208_081878752_870814396_6071,870814396,-578,92.7902
2025-02-09,20250209_509693779_991714420_8985,509693779,487,109.2547
2025-02-09,20250209_509693779_991714420_8985,991714420,-538,98.8667
2025-02-09,20250204_248169627_974956745_9500,248169627,-372,97.0433
2025-02-09,20250204_248169627_974956745_9500,974956745,362,99.6525
2025-02-09,20250121_094382969_760062769_3442,094382969,-344,109.6515
2025-02-09,20250121_094382969_760062769_3442,760062769,362,103.7886
2025-02-09,20250209_195028486_696399352_0984,195028486,362,109.6142
2025-02-09,20250209_195028486_696399352_0984,696399352,-365,108.6127
2025-02-09,20250204_330515207_725448936_8466,330515207,-413,101.9446
2025-02-09,20250204_330515207_725448936_8466,725448936,429,98.0817
2025-02-10,20250129_682683664_671609145_8885,682683664,-516,108.4641
2025-02-10,20250129_682683664_671609145_8885,671609145,540,103.6677
2025-02-10,20250121_681861106_083246081_0543,681861106,-645,100.1501
2025-02-10,20250121_681861106_083246081_0543,083246081,713,90.9091
2025-02-10,20250210_685395384_775483909_9009,685395384,380,100.6192
2025-02-10,20250210_685395384_775483909_9009,775483909,-410,93.2499
2025-02-11,20250123_925917291_587319262_3370,925917291,-342,100.5393
2025-02-11,20250123_925917291_587319262_3370,587319262,375,91.4535
2025-02-11,20250211_477268128_029344093_3322,477268128,556,96.2056
2025-02-11,20250211_477268128_029344093_3322,029344093,-489,109.3687
2025-02-11,20250211_433674249_331925712_2789,433674249,671,99.6797
2025-02-11,20250211_433674249_331925712_2789,331925712,-686,97.4957
2025-02-11,20250211_630882919_930637243_1594,630882919,332,106.6064
2025-02-11,20250211_630882919_930637243_1594,930637243,-354,99.9418
2025-02-12,20250123_939493009_359881268_0037,939493009,-512,106.2440
2025-02-12,20250123_939493009_359881268_0037,359881268,590,92.5060
2025-02-12,20250125_751590785_547497209_0137,751590785,-314,104.5354
2025-02-12,20250125_751590785_547497209_0137,547497209,349,94.6927
2025-02-13,20250213_178380759_375889866_6974,178380759,405,94.5503
2025-02-13,20250213_178380759_375889866_6974,375889866,-376,101.9666
2025-02-14,20250214_187275276_279885669_8142,187275276,614,93.3422
2025-02-14,20250214_187275276_279885669_8142,279885669,-567,101.1209
2025-02-14,20250214_016086829_611308254_5025,016086829,603,97.4010
2025-02-14,20250214_016086829_611308254_5025,611308254,-546,107.4407
2025-02-14,20250214_080689436_609917372_5669,080689436,439,102.2776
2025-02-14,20250214_080689436_609917372_5669,609917372,-458,97.9903
2025-02-14,20250214_617364783_337750016_4608,617364783,453,101.9305
2025-02-14,20250214_617364783_337750016_4608,337750016,-477,96.7509
2025-02-15,20250215_172697105_933776661_5536,172697105,583,95.3791
2025-02-15,20250215_172697105_933776661_5536,933776661,-603,92.2322
2025-02-15,20250126_752609545_959867585_0177,752609545,-620,102.6844
2025-02-15,20250126_752609545_959867585_0177,959867585,587,108.1138
2025-02-15,20250215_915348400_548534963_4772,915348400,664,104.2924
2025-02-15,20250215_915348400_548534963_4772,548534963,-672,102.9939
2025-02-15,20250208_081878752_870814396_6071,081878752,-500,107.3346
2025-02-15,20250208_081878752_870814396_6071,870814396,578,92.8168
2025-02-15,20250209_195028486_696399352_0984,195028486,-362,109.9355
2025-02-15,20250209_195028486_696399352_0984,696399352,365,108.7420
2025-02-16,20250127_921798305_861556163_6547,921798305,-438,98.7506
2025-02-16,20250127_921798305_861556163_6547,861556163,412,104.7872
2025-02-16,20250216_815011468_441094840_6414,815011468,557,103.3417
2025-02-16,20250216_815011468_441094840_6414,441094840,-597,96.3940
2025-02-16,20250130_457848634_704542495_0831,457848634,-385,107.8196
2025-02-16,20250130_457848634_704542495_0831,704542495,422,97.8583
2025-02-17,20250217_659352082_372193001_7109,659352082,424,92.3636
2025-02-17,20250217_659352082_372193001_7109,372193001,-407,96.1502
2025-02-17,20250217_450223327_190800785_0912,450223327,490,99.7516
2025-02-17,20250217_450223327_190800785_0912,190800785,-536,91.1013
2025-02-17,20250131_279862784_419980308_4551,279862784,-592,99.2663
2025-02-17,20250131_279862784_419980308_4551,419980308,629,93.7353
2025-02-17,20250217_693755362_370216832_0810,693755362,623,111.2271
2025-02-17,20250217_693755362_370216832_0810,370216832,-649,106.7831
2025-02-17,20250202_931205667_270152889_7633,931205667,-496,108.0167
2025-02-17,20250202_931205667_270152889_7633,270152889,511,104.9243
2025-02-18,20250218_245773785_630856790_8457,245773785,551,111.8331
2025-02-18,20250218_245773785_630856790_8457,630856790,-671,91.7962
2025-02-18,20250211_433674249_331925712_2789,433674249,-671,99.7206
2025-02-18,20250211_433674249_331925712_2789,331925712,686,97.6477
2025-02-18,20250207_199349998_276060328_2365,199349998,-647,105.1474
2025-02-18,20250207_199349998_276060328_2365,276060328,651,104.8405
2025-02-18,20250129_610316863_842507912_7773,610316863,-667,95.6122
2025-02-18,20250129_610316863_842507912_7773,842507912,644,99.2183
2025-02-18,20250218_211268747_617905379_7849,211268747,641,108.2350
2025-02-18,20250218_211268747_617905379_7849,617905379,-654,105.9712
2025-02-19,20250219_959512269_046057654_5640,959512269,424,94.9273
2025-02-19,20250219_959512269_046057654_5640,046057654,-387,104.0871
2025-02-19,20250219_749560089_252922273_3719,749560089,577,105.7831
2025-02-19,20250219_749560089_252922273_3719,252922273,-584,104.5245
2025-02-19,20250214_016086829_611308254_5025,016086829,-603,97.3745
2025-02-19,20250214_016086829_611308254_5025,611308254,546,107.5645
2025-02-20,20250220_532751020_738560763_1652,532751020,594,91.7674
2025-02-20,20250220_532751020_738560763_1652,738560763,-603,90.4523
2025-02-20,20250131_404341761_323088340_0686,404341761,-614,99.6499
2025-02-20,20250131_404341761_323088340_0686,323088340,556,109.1247
2025-02-20,20250202_206377751_337956181_0950,206377751,-304,109.7904
2025-02-20,20250202_206377751_337956181_0950,337956181,369,90.3510
2025-02-21,20250209_509693779_991714420_8985,509693779,-487,109.3091
2025-02-21,20250209_509693779_991714420_8985,991714420,538,99.0176
2025-02-21,20250203_203121503_926868703_4406,203121503,-360,96.6375
2025-02-21,20250203_203121503_926868703_4406,926868703,353,98.6224
2025-02-21,20250210_685395384_775483909_9009,685395384,-380,100.9358
2025-02-21,20250210_685395384_775483909_9009,775483909,410,93.6422
2025-02-22,20250222_735776014_191402376_8464,735776014,587,105.8890
2025-02-22,20250222_735776014_191402376_8464,191402376,-573,108.5607
2025-02-22,20250222_874116212_385154902_3896,874116212,329,99.5399
2025-02-22,20250222_874116212_385154902_3896,385154902,-322,101.8722
2025-02-22,20250222_821788866_282841775_9069,821788866,421,94.2660
2025-02-22,20250222_821788866_282841775_9069,282841775,-433,91.7632
2025-02-22,20250222_086666246_146549008_5670,086666246,531,107.7747
2025-02-22,20250222_086666246_146549008_5670,146549008,-553,103.3553
2025-02-23,20250214_617364783_337750016_4608,617364783,-453,101.9616
2025-02-23,20250214_617364783_337750016_4608,337750016,477,96.7937
2025-02-24,20250224_907041888_502678897_5745,907041888,616,98.2957
2025-02-24,20250224_907041888_502678897_5745,502678897,-637,95.0616
2025-02-25,20250220_532751020_738560763_1652,532751020,-594,91.7205
2025-02-25,20250220_532751020_738560763_1652,738560763,603,90.5765
2025-02-25,20250225_430793742_409759866_7240,430793742,568,101.6116
2025-02-25,20250225_430793742_409759866_7240,409759866,-524,110.0465
2025-02-26,20250213_178380759_375889866_6974,178380759,-405,94.6179
2025-02-26,20250213_178380759_375889866_6974,375889866,376,102.2607
2025-02-26,20250226_270803084_626181711_1907,270803084,303,104.1023
2025-02-26,20250226_270803084_626181711_1907,626181711,-309,102.0570
2025-02-26,20250226_259742576_783944958_2006,259742576,383,103.7508
2025-02-26,20250226_259742576_783944958_2006,783944958,-421,94.1886
2025-02-26,20250215_915348400_548534963_4772,915348400,-664,104.3668
2025-02-26,20250215_915348400_548534963_4772,548534963,672,103.4018
2025-02-26,20250226_967253938_535849007_2454,967253938,470,107.3524
2025-02-26,20250226_967253938_535849007_2454,535849007,-481,104.9235
2025-02-26,20250226_864697777_081492387_1836,864697777,611,109.5625
2025-02-26,20250226_864697777_081492387_1836,081492387,-694,96.5328
2025-02-27,20250227_105707422_621769416_7246,105707422,408,97.2745
2025-02-27,20250227_105707422_621769416_7246,621769416,-432,91.8375
2025-02-27,20250217_659352082_372193001_7109,659352082,-424,92.5358
2025-02-27,20250217_659352082_372193001_7109,372193001,407,96.4266
2025-02-27,20250211_477268128_029344093_3322,477268128,-556,96.3477
2025-02-27,20250211_477268128_029344093_3322,029344093,489,109.7958
2025-02-27,20250214_080689436_609917372_5669,080689436,-439,102.9620
2025-02-27,20250214_080689436_609917372_5669,609917372,458,98.0350
2025-02-28,20250228_171228627_636456738_9442,171228627,633,93.8634
2025-02-28,20250228_171228627_636456738_9442,636456738,-548,108.4314
2025-02-28,20250219_959512269_046057654_5640,959512269,-424,94.9862
2025-02-28,20250219_959512269_046057654_5640,046057654,387,104.1858
2025-02-28,20250218_245773785_630856790_8457,245773785,-551,111.8027
2025-02-28,20250218_245773785_630856790_8457,630856790,671,92.0715
2025-02-28,20250222_086666246_146549008_5670,086666246,-531,108.0178
2025-02-28,20250222_086666246_146549008_5670,146549008,553,103.4618
2025-02-28,20250228_202235126_848826607_9660,202235126,418,108.2103
2025-02-28,20250228_202235126_848826607_9660,848826607,-416,108.7375
2025-02-28,20250218_211268747_617905379_7849,211268747,-641,108.2454
2025-02-28,20250218_211268747_617905379_7849,617905379,654,106.0760
2025-03-01,20250301_317933980_854160724_6038,317933980,492,104.0276
2025-03-01,20250301_317933980_854160724_6038,854160724,-557,91.9817
2025-03-02,20250302_601336976_210994600_2176,601336976,438,100.5192
2025-03-02,20250302_601336976_210994600_2176,210994600,-445,98.7744
2025-03-02,20250302_859845728_163573634_1074,859845728,603,93.4338
2025-03-02,20250302_859845728_163573634_1074,163573634,-588,95.7696
2025-03-03,20250303_527714645_073988827_1693,527714645,359,103.3932
2025-03-03,20250303_527714645_073988827_1693,073988827,-343,108.0828
2025-03-03,20250303_106633162_514866108_1987,106633162,451,106.6373
2025-03-03,20250303_106633162_514866108_1987,514866108,-438,109.7989
2025-03-03,20250214_187275276_279885669_8142,187275276,-614,93.3737
2025-03-03,20250214_187275276_279885669_8142,279885669,567,101.4436
2025-03-03,20250303_475307919_933340583_0385,475307919,508,98.1098
2025-03-03,20250303_475307919_933340583_0385,933340583,-522,95.4296
2025-03-03,20250225_430793742_409759866_7240,430793742,-568,101.8768
2025-03-03,20250225_430793742_409759866_7240,409759866,524,110.0948
2025-03-03,20250226_864697777_081492387_1836,864697777,-611,109.7617
2025-03-03,20250226_864697777_081492387_1836,081492387,694,96.5199
2025-03-03,20250211_630882919_930637243_1594,630882919,-332,107.2608
2025-03-03,20250211_630882919_930637243_1594,930637243,354,100.1921
2025-03-03,20250303_089614356_011514827_2390,089614356,627,104.2923
2025-03-03,20250303_089614356_011514827_2390,011514827,-678,96.3932
2025-03-04,20250304_463052422_641940601_3356,463052422,620,97.5478
2025-03-04,20250304_463052422_641940601_3356,641940601,-606,99.8199
2025-03-04,20250217_450223327_190800785_0912,450223327,-490,100.0114
2025-03-04,20250217_450223327_190800785_0912,190800785,536,91.2638
2025-03-04,20250217_693755362_370216832_0810,693755362,-623,111.4365
2025-03-04,20250217_693755362_370216832_0810,370216832,649,106.8710
2025-03-05,20250305_277675235_649276366_6039,277675235,436,90.2357
2025-03-05,20250305_277675235_649276366_6039,649276366,-394,99.9581
2025-03-05,20250305_750868589_196460253_9443,750868589,475,93.9808
2025-03-05,20250305_750868589_196460253_9443,196460253,-432,103.2615
2025-03-06,20250215_172697105_933776661_5536,172697105,-583,96.0025
2025-03-06,20250215_172697105_933776661_5536,933776661,603,92.2833
2025-03-07,20250307_310109826_497310733_9044,310109826,494,97.7209
2025-03-07,20250307_310109826_497310733_9044,497310733,-497,97.2691
2025-03-07,20250222_874116212_385154902_3896,874116212,-329,99.5046
2025-03-07,20250222_874116212_385154902_3896,385154902,322,102.3449
2025-03-07,20250222_821788866_282841775_9069,821788866,-421,94.1494
2025-03-07,20250222_821788866_282841775_9069,282841775,433,91.6709
2025-03-07,20250302_601336976_210994600_2176,601336976,-438,100.5481
2025-03-07,20250302_601336976_210994600_2176,210994600,445,98.8482
2025-03-07,20250307_103164798_238925701_2632,103164798,370,106.6151
2025-03-07,20250307_103164798_238925701_2632,238925701,-366,107.7768
2025-03-08,20250216_815011468_441094840_6414,815011468,-557,103.4096
2025-03-08,20250216_815011468_441094840_6414,441094840,597,97.2001
2025-03-08,20250228_202235126_848826607_9660,202235126,-418,108.2995
2025-03-08,20250228_202235126_848826607_9660,848826607,416,108.8703
2025-03-08,20250308_591571368_800941983_3561,591571368,350,103.7502
2025-03-08,20250308_591571368_800941983_3561,800941983,-357,101.6879
2025-03-09,20250309_509845936_409351429_6170,509845936,411,94.0624
2025-03-09,20250309_509845936_409351429_6170,409351429,-358,107.8251
2025-03-09,20250303_106633162_514866108_1987,106633162,-451,106.7154
2025-03-09,20250303_106633162_514866108_1987,514866108,438,109.8556
2025-03-09,20250309_294184840_558190156_0402,294184840,660,105.7155
2025-03-09,20250309_294184840_558190156_0402,558190156,-660,105.6548
2025-03-10,20250305_277675235_649276366_6039,277675235,-436,90.3442
2025-03-10,20250305_277675235_649276366_6039,649276366,394,99.9860
2025-03-10,20250310_840829126_372411942_0792,840829126,674,96.0531
2025-03-10,20250310_840829126_372411942_0792,372411942,-608,106.5691
2025-03-10,20250310_563155720_670401068_5612,563155720,375,105.3434
2025-03-10,20250310_563155720_670401068_5612,670401068,-367,107.6021
2025-03-11,20250219_749560089_252922273_3719,749560089,-577,106.6080
2025-03-11,20250219_749560089_252922273_3719,252922273,584,104.6800
2025-03-11,20250226_259742576_783944958_2006,259742576,-383,104.2508
2025-03-11,20250226_259742576_783944958_2006,783944958,421,94.5250
2025-03-11,20250303_475307919_933340583_0385,475307919,-508,98.2693
2025-03-11,20250303_475307919_933340583_0385,933340583,522,95.6971
2025-03-12,20250227_105707422_621769416_7246,105707422,-408,97.6423
2025-03-12,20250227_105707422_621769416_7246,621769416,432,92.3564
2025-03-12,20250312_258329500_516681609_5547,258329500,284,106.5644
2025-03-12,20250312_258329500_516681609_5547,516681609,-286,105.8447
2025-03-12,20250312_683305887_228960979_8450,683305887,400,109.3179
2025-03-12,20250312_683305887_228960979_8450,228960979,-400,109.4139
2025-03-13,20250222_735776014_191402376_8464,735776014,-587,106.1233
2025-03-13,20250222_735776014_191402376_8464,191402376,573,108.8688
2025-03-13,20250313_120652331_746915640_3186,120652331,670,101.5115
2025-03-13,20250313_120652331_746915640_3186,746915640,-617,110.2409
2025-03-13,20250307_103164798_238925701_2632,103164798,-370,106.5898
2025-03-13,20250307_103164798_238925701_2632,238925701,366,107.8235
2025-03-13,20250303_089614356_011514827_2390,089614356,-627,104.5252
2025-03-13,20250303_089614356_011514827_2390,011514827,678,96.3754
2025-03-14,20250303_527714645_073988827_1693,527714645,-359,103.3037
2025-03-14,20250303_527714645_073988827_1693,073988827,343,108.0475
2025-03-14,20250314_864584877_602276804_3997,864584877,480,107.5438
2025-03-14,20250314_864584877_602276804_3997,602276804,-494,104.5663
2025-03-14,20250302_859845728_163573634_1074,859845728,-603,93.7742
2025-03-14,20250302_859845728_163573634_1074,163573634,588,95.9385
2025-03-14,20250309_294184840_558190156_0402,294184840,-660,105.7507
2025-03-14,20250309_294184840_558190156_0402,558190156,660,105.6448
2025-03-15,20250224_907041888_502678897_5745,907041888,-616,98.6631
2025-03-15,20250224_907041888_502678897_5745,502678897,637,95.9457
2025-03-15,20250315_621758843_332487654_5078,621758843,497,101.3866
2025-03-15,20250315_621758843_332487654_5078,332487654,-536,94.0527
2025-03-15,20250315_993591387_892073721_7988,993591387,631,95.0583
2025-03-15,20250315_993591387_892073721_7988,892073721,-617,97.2083
2025-03-16,20250316_371287442_361568001_2608,371287442,653,103.2844
2025-03-16,20250316_371287442_361568001_2608,361568001,-614,109.9507
