ts,security_id,mark_type,mark
2025-01-01,091633774,CLEAN_PRICE,104.9138
2025-01-01,092449614,CLEAN_PRICE,103.7723
2025-01-01,094382969,CLEAN_PRICE,108.4136
2025-01-01,095973267,CLEAN_PRICE,97.9389
2025-01-01,097098573,CLEAN_PRICE,92.6871
2025-01-01,097117958,CLEAN_PRICE,91.6894
2025-01-01,098124746,CLEAN_PRICE,96.3289
2025-01-01,098217330,CLEAN_PRICE,91.6751
2025-01-01,098599620,CLEAN_PRICE,89.6692
2025-01-01,098830890,CLEAN_PRICE,106.9563
2025-01-01,100744906,CLEAN_PRICE,95.3267
2025-01-01,101208334,CLEAN_PRICE,94.4212
2025-01-01,101837512,CLEAN_PRICE,91.8104
2025-01-01,102480461,CLEAN_PRICE,99.2003
2025-01-01,103135280,CLEAN_PRICE,101.1096
2025-01-01,103164798,CLEAN_PRICE,106.1745
2025-01-01,103741581,CLEAN_PRICE,99.0272
2025-01-01,103791146,CLEAN_PRICE,107.6103
2025-01-01,105113707,CLEAN_PRICE,109.7289
2025-01-01,105638762,CLEAN_PRICE,91.4543
2025-01-01,105707422,CLEAN_PRICE,96.3792
2025-01-01,105712292,CLEAN_PRICE,89.7826
2025-01-01,106633162,CLEAN_PRICE,106.0603
2025-01-01,108727653,CLEAN_PRICE,104.2203
2025-01-01,111252720,CLEAN_PRICE,101.5978
2025-01-01,111571247,CLEAN_PRICE,104.5688
2025-01-01,111936199,CLEAN_PRICE,108.5955
2025-01-01,112845460,CLEAN_PRICE,100.0582
2025-01-01,112861894,CLEAN_PRICE,110.4156
2025-01-01,113739882,CLEAN_PRICE,109.0552
2025-01-01,114353759,CLEAN_PRICE,109.2224
2025-01-01,115345152,CLEAN_PRICE,91.6924
2025-01-01,115351635,CLEAN_PRICE,104.6361
2025-01-01,115480150,CLEAN_PRICE,103.8552
2025-01-01,115706897,CLEAN_PRICE,90.7583
2025-01-01,115823345,CLEAN_PRICE,102.1444
2025-01-01,117645456,CLEAN_PRICE,91.0884
2025-01-01,117948525,CLEAN_PRICE,99.7086
2025-01-01,120652331,CLEAN_PRICE,99.2755
2025-01-01,121677222,CLEAN_PRICE,103.8923
2025-01-01,122032537,CLEAN_PRICE,99.7306
2025-01-01,126068941,CLEAN_PRICE,94.1388
2025-01-01,128962316,CLEAN_PRICE,89.8994
2025-01-01,131666954,CLEAN_PRICE,90.8415
2025-01-01,132870957,CLEAN_PRICE,91.9894
2025-01-01,133626704,CLEAN_PRICE,107.2781
2025-01-01,134030189,CLEAN_PRICE,96.0421
2025-01-01,135110188,CLEAN_PRICE,108.8342
2025-01-01,143007552,CLEAN_PRICE,96.3939
2025-01-01,145778703,CLEAN_PRICE,94.3597
2025-01-01,146524941,CLEAN_PRICE,94.7729
2025-01-01,146549008,CLEAN_PRICE,103.3022
2025-01-01,146801753,CLEAN_PRICE,102.5087
2025-01-01,147727879,CLEAN_PRICE,108.3174
2025-01-01,148134381,CLEAN_PRICE,109.6578
2025-01-01,149366888,CLEAN_PRICE,91.3158
2025-01-01,149592723,CLEAN_PRICE,104.3790
2025-01-01,150633282,CLEAN_PRICE,99.7524
2025-01-01,152800050,CLEAN_PRICE,109.4071
2025-01-01,152855955,CLEAN_PRICE,104.4603
2025-01-01,155013446,CLEAN_PRICE,92.6281
2025-01-01,157250824,CLEAN_PRICE,100.4553
2025-01-01,158095354,CLEAN_PRICE,108.5361
2025-01-01,159241640,CLEAN_PRICE,107.1804
2025-01-01,161926239,CLEAN_PRICE,106.4880
2025-01-01,163037373,CLEAN_PRICE,99.5922
2025-01-01,163573634,CLEAN_PRICE,94.6824
2025-01-01,163730783,CLEAN_PRICE,98.6999
2025-01-01,167403959,CLEAN_PRICE,92.3054
2025-01-01,171228627,CLEAN_PRICE,93.2359
2025-01-01,171998149,CLEAN_PRICE,96.7172
2025-01-01,172697105,CLEAN_PRICE,94.0033
2025-01-01,172747047,CLEAN_PRICE,95.3338
2025-01-01,172870820,CLEAN_PRICE,90.5645
2025-01-01,174352249,CLEAN_PRICE,100.9723
2025-01-01,174668074,CLEAN_PRICE,103.1336
2025-01-01,176946992,CLEAN_PRICE,106.4458
2025-01-01,177161934,CLEAN_PRICE,103.2020
2025-01-01,177195771,CLEAN_PRICE,91.9783
2025-01-01,178380759,CLEAN_PRICE,94.4986
2025-01-01,178751956,CLEAN_PRICE,101.7192
2025-01-01,178899452,CLEAN_PRICE,98.1106
2025-01-01,180051605,CLEAN_PRICE,109.7267
2025-01-01,181258190,CLEAN_PRICE,97.0862
2025-01-01,181342856,CLEAN_PRICE,94.2170
2025-01-01,185318762,CLEAN_PRICE,92.2127
2025-01-01,186039662,CLEAN_PRICE,92.5554
2025-01-01,186855571,CLEAN_PRICE,100.3272
2025-01-01,187275276,CLEAN_PRICE,92.5341
2025-01-01,187294384,CLEAN_PRICE,101.4430
2025-01-01,187367544,CLEAN_PRICE,109.7814
2025-01-01,188101253,CLEAN_PRICE,98.1988
2025-01-01,188284372,CLEAN_PRICE,93.3468
2025-01-01,188393920,CLEAN_PRICE,92.5339
2025-01-01,189276285,CLEAN_PRICE,106.8126
2025-01-01,189446742,CLEAN_PRICE,92.0376
2025-01-01,189829966,CLEAN_PRICE,103.0699
2025-01-01,190800785,CLEAN_PRICE,90.7148
2025-01-01,191072784,CLEAN_PRICE,92.8368
2025-01-01,191402376,CLEAN_PRICE,108.2444
2025-01-01,191506476,CLEAN_PRICE,107.6157
2025-01-01,191987998,CLEAN_PRICE,100.2673
2025-01-01,193740529,CLEAN_PRICE,102.0941
2025-01-01,194146014,CLEAN_PRICE,93.5520
2025-01-01,194339337,CLEAN_PRICE,103.8030
2025-01-01,194810172,CLEAN_PRICE,102.4322
2025-01-01,195028486,CLEAN_PRICE,107.7685
2025-01-01,196460253,CLEAN_PRICE,102.6568
2025-01-01,196667504,CLEAN_PRICE,100.6436
2025-01-01,197298661,CLEAN_PRICE,108.5108
2025-01-01,198520001,CLEAN_PRICE,94.6535
2025-01-01,199349998,CLEAN_PRICE,103.9643
2025-01-01,200396575,CLEAN_PRICE,106.6375
2025-01-01,201095952,CLEAN_PRICE,104.3134
2025-01-01,202235126,CLEAN_PRICE,107.9717
2025-01-01,202749903,CLEAN_PRICE,104.0233
2025-01-01,203121503,CLEAN_PRICE,95.7411
2025-01-01,204981867,CLEAN_PRICE,103.2898
2025-01-01,206377751,CLEAN_PRICE,108.3566
2025-01-01,210379843,CLEAN_PRICE,109.0111
2025-01-01,210817880,CLEAN_PRICE,108.4848
2025-01-01,210994600,CLEAN_PRICE,97.0452
2025-01-01,211067077,CLEAN_PRICE,90.9671
2025-01-01,211268747,CLEAN_PRICE,107.7841
2025-01-01,212307137,CLEAN_PRICE,92.8281
2025-01-01,212633229,CLEAN_PRICE,94.4338
2025-01-01,212806224,CLEAN_PRICE,100.8012
2025-01-01,215037527,CLEAN_PRICE,95.1836
2025-01-01,215278928,CLEAN_PRICE,91.8171
2025-01-01,215700118,CLEAN_PRICE,96.6902
2025-01-01,216567944,CLEAN_PRICE,90.2975
2025-01-01,218256455,CLEAN_PRICE,89.6296
2025-01-01,219935215,CLEAN_PRICE,90.7058
2025-01-01,220760359,CLEAN_PRICE,105.5108
2025-01-01,223430007,CLEAN_PRICE,95.8151
2025-01-01,223877320,CLEAN_PRICE,102.6152
2025-01-01,224319181,CLEAN_PRICE,97.2311
2025-01-01,224627093,CLEAN_PRICE,99.1429
2025-01-01,225147751,CLEAN_PRICE,109.4715
2025-01-01,227523968,CLEAN_PRICE,101.7008
2025-01-01,227804705,CLEAN_PRICE,100.0582
2025-01-01,228485908,CLEAN_PRICE,103.1859
2025-01-01,228960979,CLEAN_PRICE,109.6608
2025-01-01,231433408,CLEAN_PRICE,105.5332
2025-01-01,232116860,CLEAN_PRICE,89.9566
2025-01-01,236406566,CLEAN_PRICE,106.3909
2025-01-01,238925701,CLEAN_PRICE,107.0994
2025-01-01,239013758,CLEAN_PRICE,101.0362
2025-01-01,240733675,CLEAN_PRICE,97.9904
2025-01-01,241029898,CLEAN_PRICE,105.5473
2025-01-01,243762180,CLEAN_PRICE,92.8689
2025-01-01,244010507,CLEAN_PRICE,92.7479
2025-01-01,244819431,CLEAN_PRICE,101.0124
2025-01-01,245646717,CLEAN_PRICE,108.2412
2025-01-01,245773785,CLEAN_PRICE,111.5251
2025-01-01,246308127,CLEAN_PRICE,98.0219
2025-01-01,248169627,CLEAN_PRICE,95.3715
2025-01-01,249119330,CLEAN_PRICE,98.7578
2025-01-01,249883894,CLEAN_PRICE,95.9033
2025-01-01,250745536,CLEAN_PRICE,94.7409
2025-01-01,252571696,CLEAN_PRICE,93.6142
2025-01-01,252922273,CLEAN_PRICE,104.2204
2025-01-01,253645471,CLEAN_PRICE,92.4289
2025-01-01,255554375,CLEAN_PRICE,102.8409
2025-01-01,257354913,CLEAN_PRICE,94.3202
2025-01-01,258329500,CLEAN_PRICE,104.1865
2025-01-01,259415355,CLEAN_PRICE,100.3845
2025-01-01,259571075,CLEAN_PRICE,91.7325
2025-01-01,259616526,CLEAN_PRICE,93.3739
2025-01-01,259742576,CLEAN_PRICE,101.0912
2025-01-01,261137289,CLEAN_PRICE,106.1403
2025-01-01,261183658,CLEAN_PRICE,89.6966
2025-01-01,261806834,CLEAN_PRICE,102.3019
2025-01-01,261831758,CLEAN_PRICE,89.7322
2025-01-01,262034517,CLEAN_PRICE,97.2941
2025-01-01,262967249,CLEAN_PRICE,93.7878
2025-01-01,263974247,CLEAN_PRICE,97.9291
2025-01-01,264603503,CLEAN_PRICE,101.4938
2025-01-01,269807693,CLEAN_PRICE,95.7887
2025-01-01,270152889,CLEAN_PRICE,103.3797
2025-01-01,270803084,CLEAN_PRICE,102.4709
2025-01-01,271751360,CLEAN_PRICE,104.7337
2025-01-01,273526783,CLEAN_PRICE,108.8827
2025-01-01,273530637,CLEAN_PRICE,110.1570
2025-01-01,273901181,CLEAN_PRICE,93.1950
2025-01-01,275114459,CLEAN_PRICE,109.5495
2025-01-01,276060328,CLEAN_PRICE,102.8715
2025-01-01,276384524,CLEAN_PRICE,103.6847
2025-01-01,277675235,CLEAN_PRICE,89.5979
2025-01-01,279862784,CLEAN_PRICE,98.4596
2025-01-01,279885669,CLEAN_PRICE,100.4336
2025-01-01,280862559,CLEAN_PRICE,103.0018
2025-01-01,282841775,CLEAN_PRICE,92.2547
2025-01-01,286936678,CLEAN_PRICE,105.1372
2025-01-01,287388158,CLEAN_PRICE,108.3617
2025-01-01,290868910,CLEAN_PRICE,105.1401
2025-01-01,293930777,CLEAN_PRICE,109.8805
2025-01-01,294184840,CLEAN_PRICE,103.7257
2025-01-01,295618485,CLEAN_PRICE,95.4769
2025-01-01,296257340,CLEAN_PRICE,92.9411
2025-01-01,297218385,CLEAN_PRICE,97.6144
2025-01-01,298026219,CLEAN_PRICE,96.5307
2025-01-01,300791075,CLEAN_PRICE,107.0358
2025-01-01,303336265,CLEAN_PRICE,109.0750
2025-01-01,308760201,CLEAN_PRICE,102.5533
2025-01-01,309592304,CLEAN_PRICE,102.3732
2025-01-01,310109826,CLEAN_PRICE,94.9396
2025-01-01,310444428,CLEAN_PRICE,106.0447
2025-01-01,311979619,CLEAN_PRICE,96.1680
2025-01-01,312170074,CLEAN_PRICE,106.6164
2025-01-01,312854104,CLEAN_PRICE,96.0965
2025-01-01,315986624,CLEAN_PRICE,95.8297
2025-01-01,316287811,CLEAN_PRICE,103.3326
2025-01-01,316582545,CLEAN_PRICE,93.6807
2025-01-01,317933980,CLEAN_PRICE,104.1853
2025-01-01,319808172,CLEAN_PRICE,110.6878
2025-01-01,319859743,CLEAN_PRICE,101.0879
2025-01-01,321011203,CLEAN_PRICE,108.6588
2025-01-01,321145403,CLEAN_PRICE,98.4987
2025-01-01,322191117,CLEAN_PRICE,108.7952
2025-01-01,323088340,CLEAN_PRICE,108.6560
2025-01-01,327457774,CLEAN_PRICE,108.6975
2025-01-01,327724535,CLEAN_PRICE,99.8440
2025-01-01,330515207,CLEAN_PRICE,102.1217
2025-01-01,330560588,CLEAN_PRICE,95.0677
2025-01-01,331515937,CLEAN_PRICE,98.5861
2025-01-01,331623098,CLEAN_PRICE,109.5474
2025-01-01,331925712,CLEAN_PRICE,96.5908
2025-01-01,332487654,CLEAN_PRICE,92.4297
2025-01-01,335139441,CLEAN_PRICE,101.9383
2025-01-01,335920615,CLEAN_PRICE,104.1874
2025-01-01,336756235,CLEAN_PRICE,106.2844
2025-01-01,336836298,CLEAN_PRICE,100.5321
2025-01-01,337750016,CLEAN_PRICE,96.4679
2025-01-01,337780069,CLEAN_PRICE,103.6767
2025-01-01,337956181,CLEAN_PRICE,89.8737
2025-01-01,338127547,CLEAN_PRICE,98.4708
2025-01-01,339552598,CLEAN_PRICE,99.7915
2025-01-01,340808865,CLEAN_PRICE,98.0045
2025-01-01,342202362,CLEAN_PRICE,94.7974
2025-01-01,342444633,CLEAN_PRICE,100.4631
2025-01-01,343898963,CLEAN_PRICE,92.3421
2025-01-01,345066049,CLEAN_PRICE,96.5227
2025-01-01,345150572,CLEAN_PRICE,97.9268
2025-01-01,345522310,CLEAN_PRICE,91.5024
2025-01-01,346088960,CLEAN_PRICE,92.9626
2025-01-01,346460499,CLEAN_PRICE,100.4966
2025-01-01,347268714,CLEAN_PRICE,96.7666
2025-01-01,349738713,CLEAN_PRICE,97.8187
2025-01-01,350373617,CLEAN_PRICE,106.1256
2025-01-01,350883540,CLEAN_PRICE,103.2615
2025-01-01,351822753,CLEAN_PRICE,97.8452
2025-01-01,352337786,CLEAN_PRICE,92.4490
2025-01-01,354610705,CLEAN_PRICE,105.3089
2025-01-01,359881268,CLEAN_PRICE,91.4725
2025-01-01,360141105,CLEAN_PRICE,107.2217
2025-01-01,360846433,CLEAN_PRICE,103.5715
2025-01-01,361568001,CLEAN_PRICE,107.7396
2025-01-01,363061274,CLEAN_PRICE,106.6614
2025-01-01,363568431,CLEAN_PRICE,96.2722
2025-01-01,366689235,CLEAN_PRICE,90.8993
2025-01-01,368917374,CLEAN_PRICE,99.5233
2025-01-01,370216832,CLEAN_PRICE,105.8067
2025-01-01,370546658,CLEAN_PRICE,100.6959
2025-01-01,370660134,CLEAN_PRICE,107.1424
2025-01-01,371130966,CLEAN_PRICE,106.7162
2025-01-01,371287442,CLEAN_PRICE,101.5009
2025-01-01,371318781,CLEAN_PRICE,103.1199
2025-01-01,371932869,CLEAN_PRICE,99.0993
2025-01-01,372193001,CLEAN_PRICE,94.9580
2025-01-01,372411942,CLEAN_PRICE,103.5678
2025-01-01,375560233,CLEAN_PRICE,109.2280
2025-01-01,375889866,CLEAN_PRICE,101.0344
2025-01-01,376423598,CLEAN_PRICE,90.4389
2025-01-01,376773058,CLEAN_PRICE,95.4817
2025-01-01,377603212,CLEAN_PRICE,91.9881
2025-01-01,378200593,CLEAN_PRICE,89.4532
2025-01-01,379370294,CLEAN_PRICE,94.6141
2025-01-01,379767650,CLEAN_PRICE,92.7408
2025-01-01,381662631,CLEAN_PRICE,102.6282
2025-01-01,384839942,CLEAN_PRICE,98.6281
2025-01-01,385154902,CLEAN_PRICE,100.2790
2025-01-01,387209074,CLEAN_PRICE,92.7020
2025-01-01,387334421,CLEAN_PRICE,92.4269
2025-01-01,387882217,CLEAN_PRICE,101.3540
2025-01-01,389500589,CLEAN_PRICE,93.1965
2025-01-01,391749461,CLEAN_PRICE,105.9926
2025-01-01,393683388,CLEAN_PRICE,102.4628
2025-01-01,394660677,CLEAN_PRICE,103.6474
2025-01-01,395082068,CLEAN_PRICE,110.5347
2025-01-01,395714617,CLEAN_PRICE,109.5962
2025-01-01,397186701,CLEAN_PRICE,91.2917
2025-01-01,397216398,CLEAN_PRICE,111.2183
2025-01-01,397771865,CLEAN_PRICE,92.4918
2025-01-01,401028370,CLEAN_PRICE,101.4959
2025-01-01,402274817,CLEAN_PRICE,103.9236
2025-01-01,404341761,CLEAN_PRICE,97.3270
2025-01-01,404490349,CLEAN_PRICE,93.1868
2025-01-01,404829094,CLEAN_PRICE,105.0250
2025-01-01,406522051,CLEAN_PRICE,92.6633
2025-01-01,406737830,CLEAN_PRICE,93.4233
2025-01-01,407680663,CLEAN_PRICE,100.4008
2025-01-01,407714528,CLEAN_PRICE,89.4429
2025-01-01,408943388,CLEAN_PRICE,102.5400
2025-01-01,409351429,CLEAN_PRICE,106.8086
2025-01-01,409759866,CLEAN_PRICE,109.4167
2025-01-01,411070247,CLEAN_PRICE,100.6119
2025-01-01,412350783,CLEAN_PRICE,91.4359
2025-01-01,412973669,CLEAN_PRICE,104.7405
2025-01-01,413512591,CLEAN_PRICE,98.0624
2025-01-01,413748378,CLEAN_PRICE,105.6338
2025-01-01,413845597,CLEAN_PRICE,92.2950
2025-01-01,413867661,CLEAN_PRICE,99.2006
2025-01-01,414614500,CLEAN_PRICE,107.3621
2025-01-01,415797697,CLEAN_PRICE,102.9156
2025-01-01,415799512,CLEAN_PRICE,106.0589
2025-01-01,416227604,CLEAN_PRICE,104.2797
2025-01-01,416232418,CLEAN_PRICE,103.2833
2025-01-01,416283881,CLEAN_PRICE,105.3290
2025-01-01,416300334,CLEAN_PRICE,105.2597
2025-01-01,416790061,CLEAN_PRICE,95.9169
2025-01-01,417822261,CLEAN_PRICE,102.7459
2025-01-01,419505214,CLEAN_PRICE,106.0251
2025-01-01,419844616,CLEAN_PRICE,99.1997
2025-01-01,419980308,CLEAN_PRICE,91.9200
2025-01-01,420762754,CLEAN_PRICE,99.7425
2025-01-01,422100968,CLEAN_PRICE,100.5210
2025-01-01,423440463,CLEAN_PRICE,92.0561
2025-01-01,425723964,CLEAN_PRICE,106.4510
2025-01-01,428134255,CLEAN_PRICE,102.2256
2025-01-01,428444873,CLEAN_PRICE,100.4533
2025-01-01,429306986,CLEAN_PRICE,106.9820
2025-01-01,430793742,CLEAN_PRICE,99.4264
2025-01-01,431652707,CLEAN_PRICE,103.1703
2025-01-01,433674249,CLEAN_PRICE,99.1011
2025-01-01,433794738,CLEAN_PRICE,93.3887
2025-01-01,435416636,CLEAN_PRICE,92.0859
2025-01-01,435553244,CLEAN_PRICE,102.3274
2025-01-01,436234563,CLEAN_PRICE,107.1081
2025-01-01,437955933,CLEAN_PRICE,90.5348
2025-01-01,440226511,CLEAN_PRICE,94.9699
2025-01-01,440625658,CLEAN_PRICE,91.3083
2025-01-01,441094840,CLEAN_PRICE,94.2134
2025-01-01,442294850,CLEAN_PRICE,107.8964
2025-01-01,445132435,CLEAN_PRICE,108.6970
2025-01-01,446242745,CLEAN_PRICE,106.0922
2025-01-01,446442712,CLEAN_PRICE,95.2779
2025-01-01,447641554,CLEAN_PRICE,99.7169
2025-01-01,450106962,CLEAN_PRICE,106.0117
2025-01-01,450223327,CLEAN_PRICE,99.2183
2025-01-01,451975718,CLEAN_PRICE,95.7169
2025-01-01,452446805,CLEAN_PRICE,103.8038
2025-01-01,452810846,CLEAN_PRICE,104.2487
2025-01-01,453173324,CLEAN_PRICE,98.9520
2025-01-01,453732105,CLEAN_PRICE,100.5942
2025-01-01,454131066,CLEAN_PRICE,100.6377
2025-01-01,455835456,CLEAN_PRICE,103.1449
2025-01-01,456442497,CLEAN_PRICE,90.1940
2025-01-01,456565010,CLEAN_PRICE,94.4525
2025-01-01,457848634,CLEAN_PRICE,106.2460
2025-01-01,458190187,CLEAN_PRICE,94.4985
2025-01-01,459023304,CLEAN_PRICE,94.5900
2025-01-01,460786772,CLEAN_PRICE,109.2738
2025-01-01,461000693,CLEAN_PRICE,94.7725
2025-01-01,461223308,CLEAN_PRICE,103.3707
2025-01-01,461672073,CLEAN_PRICE,102.9553
2025-01-01,462082964,CLEAN_PRICE,96.6692
2025-01-01,463052422,CLEAN_PRICE,97.5896
2025-01-01,464738624,CLEAN_PRICE,96.1677
2025-01-01,465110621,CLEAN_PRICE,108.3555
2025-01-01,468537478,CLEAN_PRICE,91.7469
2025-01-01,469059047,CLEAN_PRICE,92.7208
2025-01-01,470562352,CLEAN_PRICE,90.0699
2025-01-01,471508828,CLEAN_PRICE,105.3729
2025-01-01,471605601,CLEAN_PRICE,94.8341
2025-01-01,472035918,CLEAN_PRICE,108.3702
2025-01-01,472848963,CLEAN_PRICE,104.4880
2025-01-01,475307919,CLEAN_PRICE,95.7713
2025-01-01,475622403,CLEAN_PRICE,91.4845
2025-01-01,476011360,CLEAN_PRICE,96.1793
2025-01-01,476527929,CLEAN_PRICE,108.3889
2025-01-01,476754448,CLEAN_PRICE,102.2974
2025-01-01,477268128,CLEAN_PRICE,96.1281
2025-01-01,478301914,CLEAN_PRICE,104.8273
2025-01-01,485629513,CLEAN_PRICE,106.9967
2025-01-01,486200442,CLEAN_PRICE,98.8629
2025-01-01,487626549,CLEAN_PRICE,97.2535
2025-01-01,487852094,CLEAN_PRICE,109.1142
2025-01-01,489091096,CLEAN_PRICE,91.4362
2025-01-01,489345212,CLEAN_PRICE,105.8404
2025-01-01,489457459,CLEAN_PRICE,97.1649
2025-01-01,490446490,CLEAN_PRICE,108.4314
2025-01-01,492430052,CLEAN_PRICE,97.0021
2025-01-01,492643782,CLEAN_PRICE,101.1019
2025-01-01,494981171,CLEAN_PRICE,105.9573
2025-01-01,496829903,CLEAN_PRICE,93.2737
2025-01-01,496963502,CLEAN_PRICE,100.8295
2025-01-01,497310733,CLEAN_PRICE,96.7727
2025-01-01,498251982,CLEAN_PRICE,104.5813
2025-01-01,498289481,CLEAN_PRICE,98.5962
2025-01-01,498577355,CLEAN_PRICE,89.3858
2025-01-01,500144758,CLEAN_PRICE,100.2922
2025-01-01,501223063,CLEAN_PRICE,92.9102
2025-01-01,502118568,CLEAN_PRICE,105.3946
2025-01-01,502129590,CLEAN_PRICE,95.9313
2025-01-01,502283385,CLEAN_PRICE,91.0961
2025-01-01,502489097,CLEAN_PRICE,109.1581
2025-01-01,502678897,CLEAN_PRICE,92.2981
2025-01-01,503057115,CLEAN_PRICE,105.2359
2025-01-01,505845404,CLEAN_PRICE,91.0296
2025-01-01,507228319,CLEAN_PRICE,107.3870
2025-01-01,507961368,CLEAN_PRICE,95.1570
2025-01-01,509693779,CLEAN_PRICE,109.2583
2025-01-01,509845936,CLEAN_PRICE,92.5099
2025-01-01,509941847,CLEAN_PRICE,99.0845
2025-01-01,512352206,CLEAN_PRICE,91.7916
2025-01-01,514866108,CLEAN_PRICE,109.1501
2025-01-01,515261741,CLEAN_PRICE,109.8731
2025-01-01,516505148,CLEAN_PRICE,93.0832
2025-01-01,516681609,CLEAN_PRICE,102.9712
2025-01-01,517257965,CLEAN_PRICE,89.2216
2025-01-01,518827291,CLEAN_PRICE,91.0567
2025-01-01,519088346,CLEAN_PRICE,100.5356
2025-01-01,519909359,CLEAN_PRICE,102.6787
2025-01-01,520630093,CLEAN_PRICE,103.9188
2025-01-01,521625566,CLEAN_PRICE,99.7347
2025-01-01,524456684,CLEAN_PRICE,97.6125
2025-01-01,524653790,CLEAN_PRICE,93.1736
2025-01-01,525496909,CLEAN_PRICE,102.5364
2025-01-01,526188216,CLEAN_PRICE,100.2913
2025-01-01,527714645,CLEAN_PRICE,102.2444
2025-01-01,528925395,CLEAN_PRICE,92.5108
2025-01-01,530106996,CLEAN_PRICE,92.3464
2025-01-01,530149191,CLEAN_PRICE,106.8657
